Data_Registro,Campanha,Data_Inicio,Data_Fim,Conjunto_Titular,Rolo_Titular,Diametro_Titular,Navalha_Titular,Baffles_Titular,Conjunto_Reserva,Rolo_Reserva,Diametro_Reserva,Navalha_Reserva,Baffles_Reserva,Tromba,Observacoes
2025-10-13 10:01:10,GI,2025-10-13,2025-10-13,05,45,598.0,02,02,06,44,593.0,01,01,,Buchas da Micromazza montadas nos dois conjuntos.
